sigungu_cd,bjdong_cd,bun,ji,total_exclusive_area,unit_count
28110,12600,0034,0001,36910.47,422
28110,12600,0034,0002,20388.72,240
28110,12600,0034,0008,24209.98,320
28110,12600,0034,0025,10402.75,271
28110,12600,0034,0027,5862.441,247
28110,12600,0034,0029,11697.73,155
28110,12600,0034,0034,11887.0,156
28110,12600,0034,0049,8000.81,105
28110,12600,0039,0005,7419.453,105
28110,12700,0050,0010,11058.203,119
28110,12700,0054,0005,21134.12,327
28110,12700,0054,0007,17093.5,196
28110,12700,0054,0008,46224.2333,1298
28110,12800,0007,0009,13905.8529,163
28110,12800,0007,0235,109040.3942,1337
28110,12800,0007,0308,14094.33,517
28110,12800,0031,0013,38999.8307,659
28110,12800,0035,0007,11834.75,144
28110,12800,0053,0004,24897.37,511
28110,13200,0041,0025,10006.51,169
28110,13300,0083,0005,8564.483,131
28110,13600,0003,0002,12760.365,110
28110,13800,0004,0246,6823.4,151
28110,13800,0098,0218,9438.2338,203
28110,13900,0005,0001,6704.764,116
28110,14100,0056,0001,23171.3957,927
28110,14200,0010,0001,22191.38,428
28110,14300,0002,0005,11234.242,151
28110,14500,1871,0001,128057.0499,1433
28110,14500,1871,0003,109606.4449,1300
28110,14500,1871,0004,34711.5243,425
28110,14500,1871,0005,31429.09,792
28110,14500,1872,0001,57970.364,1040
28110,14500,1872,0002,49874.528,590
28110,14500,1872,0003,38048.09,451
28110,14500,1873,0003,21905.2,163
28110,14500,1873,0005,11175.76,493
28110,14500,1873,0006,10623.41,469
28110,14500,1873,0008,10585.94,435
28110,14500,1873,0014,16002.969,723
28110,14500,1873,0017,12980.6,570
28110,14500,1873,0020,11027.39,498
28110,14500,1873,0021,20003.5487,680
28110,14500,1874,0003,5144.61,130
28110,14500,1875,0002,3972.594,144
28110,14500,1875,0003,13113.2,117
28110,14500,1876,0004,6196.775,111
28110,14500,1876,0013,6305.93,131
28110,14500,1877,0002,5972.69,144
28110,14500,1878,0001,77440.7068,1308
28110,14500,1879,0001,61473.22,768
28110,14500,1880,0001,42534.26,519
28110,14500,1880,0002,71448.19,881
28110,14500,1881,0001,100566.57,1698
28110,14500,1881,0002,100173.7482,1045
28110,14500,1882,0001,14029.79,112
28110,14500,1886,0004,11940.6206,529
28110,14500,1886,0007,12972.79,569
28110,14500,1886,0011,15843.406,720
28110,14500,1886,0017,10525.78,446
28110,14500,1886,0018,9491.675,512
28110,14500,1886,0019,8789.8785,394
28110,14500,1887,0001,149799.9084,1373
28110,14500,1887,0002,135864.234,1634
28110,14500,1887,0004,127287.66,1546
28110,14500,1887,0005,13407.94,453
28110,14500,1888,0001,43834.6114,555
28110,14500,1889,0001,74188.01,943
28110,14500,1889,0002,54328.4546,666
28110,14500,1911,0002,33935.9556,568
28110,14500,1911,0003,56947.15,685
28110,14500,1913,0001,17543.85,460
28110,14500,1944,0004,4135.99,181
28110,14500,1947,0001,10681.5273,408
28110,14500,1947,0005,6749.31,304
28110,14500,1951,0002,3480.42,163
28110,14500,1951,0004,9291.5,411
28110,14500,1952,0004,12515.5979,471
28110,14500,1953,0002,6227.69,258
28110,14500,1955,0001,13248.51,504
28110,14600,0348,0003,4273.906,110
28110,14600,1550,0000,132883.6423,1043
28110,14600,1598,0001,75584.0941,919
28110,14600,1599,0001,9209.22,123
28110,14600,1599,0008,11043.826,187
28110,14600,1600,0001,10878.71,124
28110,14600,1600,0004,8417.72,133
28110,14600,1602,0004,9501.89,118
28110,14600,1680,0002,47858.8641,587
28110,14600,1681,0002,49133.1461,592
28110,14600,1709,0001,103687.0044,1232
28110,14600,1710,0002,60956.9357,680
28110,14600,1766,0002,35290.0057,507
28110,14600,1778,0000,113870.31,1478
28110,14600,1779,0000,121039.215,1616
28110,14700,2708,0001,14604.282,246
28110,14700,2708,0008,17697.6105,295
28110,14700,2709,0003,16251.618,298
28110,14700,2743,0001,6646.37,112
28110,14700,2743,0005,6597.25,110
28110,14700,2744,0001,14681.482,180
28110,14700,2744,0002,9466.938,115
28110,14700,2744,0004,9514.064,114
28110,14700,2745,0001,22469.4586,196
28110,14700,2745,0002,14161.95,122
28110,14700,2747,0005,22067.85,371
28110,14700,2747,0006,16864.011,203
28110,14700,2748,0001,39907.9102,668
28110,14700,2785,0011,13985.43,236
28110,14700,2786,0001,19356.116,325
28110,14700,2787,0001,30327.84,360
28110,14700,2787,0002,28895.3344,244
28110,14700,2788,0002,39363.5955,478
28110,14700,2788,0006,41317.502,747
28110,14700,2789,0001,6163.58,178
28110,14700,2789,0002,7064.46,172
28110,14700,2794,0002,5625.71,107
28110,14700,2795,0001,4010.9,134
28110,14700,2796,0004,4318.4,125
28110,14700,2796,0006,4254.51,110
28110,14700,2800,0002,5958.86,121
28110,14700,2800,0003,4705.1,173
28110,14700,2803,0001,45609.21,1235
28110,14700,2806,0001,5844.19,132
28110,14700,2806,0002,5554.77,161
28110,14700,2807,0004,32975.82,1237
28110,14700,2850,0000,22997.72,577
28110,14700,2923,0000,37997.14,334
28110,14700,2924,0000,22139.9971,166
28110,14700,3049,0001,24556.4756,459
28110,14700,3050,0002,15739.6479,452
28110,14700,3084,0001,51131.76,606
28110,14700,3085,0001,20355.9247,247
28110,14700,3087,0002,16854.924,622
28110,14700,3087,0007,17139.35,649
28110,14700,3088,0007,7925.03,234
28110,14700,3088,0008,7830.73,232
28110,14700,3090,0003,11074.89,337
28110,14700,3091,0011,2662.31,128
28110,14700,3091,0013,6500.22,286
28110,14700,3092,0003,12686.06,486
28110,14700,3092,0006,6371.01,246
28110,14700,3092,0007,7190.77,329
28110,14700,3093,0001,6564.03,295
28110,14700,3093,0004,7339.7255,333
28110,14700,3093,0006,7520.92,180
28110,14700,3093,0007,7162.86,312
28110,14700,3093,0008,6954.36,286
28110,14700,3093,0009,7348.166,276
28110,14700,3094,0002,7912.89,299
28110,14700,3096,0001,4393.1351,171
28110,14700,3096,0003,10427.12,529
28110,14700,3098,0001,8295.77,350
28110,14700,3098,0002,8629.67,366
28110,14700,3098,0004,9175.63,395
28110,14700,3098,0005,8228.42,348
28110,14700,3099,0001,7812.655,326
28110,14700,3099,0004,47791.2828,599
28110,14700,3101,0001,34856.738,425
28110,14700,3102,0001,27693.56,998
28110,14700,3103,0009,31453.28,776
28110,14700,3104,0001,95230.1571,1173
28110,14800,1272,0021,9097.55,276
28110,14800,1366,0008,97724.1873,1099
28110,14900,0773,0000,18195.22,211
28140,10100,0043,0015,5676.0,127
28140,10100,0071,0000,4157.0,100
28140,10100,0122,0000,79123.602,1291
28140,10100,0127,0000,13743.6581,182
28140,10200,0002,0007,24409.92,582
28140,10200,0079,0004,26980.0457,359
28140,10200,0321,0000,25352.344,381
28140,10300,0001,0000,20594.7,500
28140,10300,0001,0009,21363.24,442
28140,10300,0006,0026,30368.37,575
28140,10300,0023,0031,7344.18,124
28140,10300,0064,0003,10894.72,392
28140,10300,0066,0024,18943.143,434
28140,10300,0066,0026,78506.614,1187
28140,10300,0066,0051,16028.215,282
28140,10300,0129,0000,168742.0,4917
28140,10300,0154,0000,177276.06,2779
28140,10300,0165,0000,25391.4,386
28140,10300,0166,0000,19220.13,356
28140,10700,0058,0013,9081.6147,113
28140,10700,0094,0011,17338.27,245
28140,10700,0228,0001,24510.22,290
28140,10700,0230,0006,15717.84,154
28140,10700,0296,0000,10627.98,314
28140,10700,0336,0000,6008.1,101
28140,10700,0339,0000,104326.398,1365
28140,10700,0341,0000,76799.51,1030
28140,10700,0342,0000,15614.26,313
28140,10700,0343,0000,64584.71,875
28140,10700,0346,0000,17283.561,291
28140,10700,0347,0000,61378.11,925
28140,10700,0348,0000,156135.9322,2601
28177,10100,0033,0038,5843.67,104
28177,10100,0033,0234,11073.348,133
28177,10100,0033,0235,11118.304,133
28177,10100,0033,0236,11182.7875,134
28177,10100,0042,0001,7710.11,117
28177,10100,0075,0005,13804.2408,229
28177,10100,0076,0012,8242.9939,109
28177,10100,0078,0009,3449.827,183
28177,10100,0084,0001,9312.08,139
28177,10100,0086,0001,30241.023,408
28177,10100,0121,0007,11037.4167,153
28177,10100,0128,0005,8237.81,120
28177,10100,0129,0083,6288.24,100
28177,10100,0129,0096,8312.44,141
28177,10100,0146,0030,7401.3,112
28177,10100,0159,0001,16699.845,260
28177,10100,0165,0001,10809.94,132
28177,10100,0170,0012,7579.74,163
28177,10100,0182,0004,9840.85,136
28177,10100,0294,0011,15583.911,222
28177,10100,0331,0012,13749.6713,216
28177,10100,0342,0007,5539.86,111
28177,10100,0342,0030,5539.86,111
28177,10100,0346,0005,9889.09,144
28177,10100,0359,0001,24055.3,293
28177,10100,0362,0019,66026.7315,1112
28177,10100,0431,0011,19907.52,236
28177,10100,0462,0000,83151.4791,1283
28177,10200,0000,0000,177815.86,2435
28177,10200,0139,0003,3146.54,119
28177,10200,0139,0006,12377.5,162
28177,10200,0181,0004,7392.6,135
28177,10200,0451,0063,29195.0278,679
28177,10200,0459,0036,3924.2,167
28177,10200,0490,0037,6749.604,119
28177,10200,0557,0001,77628.69,972
28177,10200,0565,0095,14891.32,171
28177,10200,0572,0003,34737.89,416
28177,10200,0573,0002,51562.752,631
28177,10200,0573,0007,12221.95,512
28177,10200,0574,0003,8442.72,177
28177,10200,0610,0113,26181.0,492
28177,10200,0611,0004,23120.14,314
28177,10200,0615,0002,9583.02,204
28177,10200,0615,0007,30864.534,421
28177,10200,0627,0040,114809.01,1220
28177,10200,0627,0047,22413.197,313
28177,10200,0627,0078,50895.17,629
28177,10200,0627,0079,58584.99,643
28177,10200,0627,0085,7556.0,152
28177,10200,0627,0105,29722.82,366
28177,10200,0627,0111,6476.0,100
28177,10200,0627,0457,26721.88,386
28177,10200,0627,0534,59266.8174,841
28177,10200,0646,0000,6648.48,114
28177,10200,0647,0000,113188.66,1333
28177,10200,0649,0000,46989.575,555
28177,10200,0652,0000,14546.6007,195
28177,10200,0653,0000,16127.7168,222
28177,10200,0656,0000,13548.5152,171
28177,10200,0659,0000,78635.8352,839
28177,10200,0664,0000,338990.3113,4092
28177,10200,0665,0008,39358.3784,1549
28177,10200,0665,0019,44337.105,907
28177,10200,0684,0000,7014.44,335
28177,10200,0689,0000,59292.17,878
28177,10200,0690,0000,39606.14,1539
28177,10200,0701,0000,24019.4284,382
28177,10300,0000,0000,318288.6157,4278
28177,10300,0036,0010,18591.942,348
28177,10300,0038,0000,9290.0,200
28177,10300,0041,0003,23395.94,254
28177,10300,0048,0001,59220.62,634
28177,10300,0048,0002,47905.5,630
28177,10300,0048,0014,76194.06,894
28177,10300,0050,0000,40136.4,538
28177,10300,0074,0002,6041.4,105
28177,10300,0125,0001,54912.05,939
28177,10300,0251,0005,9770.67,113
28177,10300,0401,0021,8454.54,103
28177,10300,0401,0058,19144.16,546
28177,10300,0413,0001,49432.65,599
28177,10300,0645,0000,45027.6,513
28177,10300,0671,0002,22987.92,444
28177,10300,0678,0003,7290.24,122
28177,10300,0681,0006,20827.93,321
28177,10300,0682,0001,10404.421,123
28177,10300,0683,0002,5577.36,120
28177,10300,0684,0004,13309.02,282
28177,10300,0686,0012,13448.74,178
28177,10300,0702,0002,28630.1,410
28177,10300,0703,0002,17018.7948,252
28177,10300,0707,0005,21632.51,287
28177,10300,0711,0003,27861.225,365
28177,10300,0719,0000,160433.805,1504
28177,10300,0720,0011,10519.32,415
28177,10300,0721,0000,183870.438,2147
28177,10300,0732,0003,73731.213,735
28177,10300,0739,0000,44921.964,438
28177,10300,0744,0001,48244.4496,624
28177,10300,0745,0000,21629.846,345
28177,10400,0105,0001,11727.9,180
28177,10400,0106,0004,7080.575,115
28177,10400,0108,0001,11285.44,149
28177,10400,0109,0001,5192.9,118
28177,10400,0132,0001,9649.775,175
28177,10400,0424,0002,6183.36,108
28177,10400,0429,0001,8941.69,169
28177,10400,0431,0003,11009.412,100
28177,10400,0432,0002,14593.507,204
28177,10400,0434,0002,18564.02,174
28177,10400,0437,0001,9298.41,128
28177,10400,0550,0007,8236.094,182
28177,10400,0557,0001,18851.6,394
28177,10400,0592,0005,9653.277,179
28177,10400,0601,0001,43786.3,514
28177,10400,0601,0002,18672.17,233
28177,10400,0642,0017,8935.62,122
28177,10400,0648,0015,6117.48,106
28177,10400,0982,0000,33976.787,404
28177,10400,0984,0000,19890.026,273
28177,10400,0985,0002,51672.7755,629
28177,10400,0985,0004,23635.5646,1067
28177,10400,0987,0000,31766.3075,487
28177,10400,1002,0000,52804.1754,681
28177,10400,1004,0000,73549.04,938
28177,10400,1007,0000,35175.37,532
28177,10400,1008,0000,32452.56,548
28177,10400,1009,0000,84305.778,1181
28177,10400,1011,0000,120566.8887,1517
28177,10400,1040,0000,57323.9666,676
28177,10500,0000,0000,128764.0012,1612
28177,10500,0003,0026,14450.5406,262
28177,10500,0005,0004,22202.51,218
28177,10500,0013,0001,35907.69,455
28177,10500,0015,0038,7984.6717,114
28177,10500,0015,0043,4720.274,146
28177,10500,0017,0001,32360.77,101
28177,10500,0018,0002,10546.8,170
28177,10500,0018,0141,12163.45,230
28177,10500,0022,0033,8570.929,103
28177,10500,0023,0001,2850.813,160
28177,10500,0023,0003,6975.7022,105
28177,10500,0025,0034,5869.531,353
28177,10500,0026,0005,6952.95,105
28177,10500,0026,0008,12174.93,150
28177,10500,0029,0001,8698.72,354
28177,10500,0030,0001,12007.43,992
28177,10500,0031,0001,7607.38,142
28177,10500,0032,0001,18474.665,281
28177,10500,0033,0001,5006.67,119
28177,10500,0048,0001,8864.26,154
28177,10500,0077,0003,18538.6334,478
28177,10500,0080,0000,27392.43,338
28177,10500,0086,0004,7066.9375,138
28177,10500,0086,0027,10594.82,175
28177,10500,0111,0001,12686.6578,166
28177,10500,0113,0001,14872.51,212
28177,10500,0115,0001,6023.666,320
28177,10500,0124,0001,3950.92,156
28177,10500,0126,0001,6818.76,112
28177,10500,0126,0006,6094.9706,106
28177,10500,0132,0000,18579.03,274
28177,10500,0136,0001,8304.665,149
28177,10500,0141,0008,13518.04,820
28177,10500,0202,0001,12331.38,206
28177,10500,0204,0002,12707.19,248
28177,10500,0219,0004,2670.23,117
28177,10500,0220,0001,4197.71,204
28177,10500,0220,0013,6886.02,108
28177,10500,0226,0002,15303.87,203
28177,10500,0238,0001,13527.518,427
28177,10500,0284,0000,8610.75,114
28177,10500,0295,0000,8624.2464,132
28177,10500,0400,0001,12010.77,162
28177,10500,0431,0001,15826.22,310
28177,10500,0623,0006,15807.49,195
28177,10500,0695,0010,8284.04,103
28177,10500,0698,0003,9192.28,135
28177,10500,0892,0001,7622.69,103
28177,10500,0928,0008,7666.2293,287
28177,10500,0929,0016,10832.05,127
28177,10500,0966,0001,6124.5,208
28177,10500,0966,0003,10620.027,177
28177,10500,0968,0001,11549.62,156
28177,10500,0989,0001,17565.06,207
28177,10500,1000,0007,3474.99,112
28177,10500,1210,0002,5461.77,111
28177,10500,1210,0003,4651.65,114
28177,10500,1216,0017,5341.3784,130
28177,10500,1250,0000,74256.56,826
28177,10500,1286,0000,13030.74,257
28177,10500,1298,0000,16146.945,213
28177,10500,1385,0010,31648.513,451
28177,10500,1422,0000,5278.66,218
28177,10500,1441,0000,6170.31,130
28177,10500,1443,0000,16327.16,205
28177,10500,1447,0001,10047.833,152
28177,10500,1458,0000,19812.801,281
28177,10500,1461,0004,3028.75,156
28177,10500,1472,0001,1973.523,155
28177,10500,1487,0007,21697.92,462
28177,10500,1491,0003,13773.42,246
28177,10500,1584,0001,3729.12,138
28177,10500,1600,0000,39122.98,728
28177,10500,1606,0000,67612.78,873
28177,10500,1607,0000,38160.2,512
28177,10500,1613,0000,7435.342,100
28177,10500,1614,0000,260622.675,3238
28177,10500,1621,0000,118508.3236,1563
28177,10500,1628,0000,96458.0116,1473
28177,10500,1638,0000,17350.092,251
28177,10500,1662,0000,134364.7697,2074
28177,10500,1678,0000,203425.25,3019
28177,10500,1688,0000,29684.541,425
28177,10500,1691,0000,74870.1969,1178
28177,10600,0013,0003,51015.3,405
28177,10600,0013,0006,52709.8,383
28177,10600,0013,0007,39962.04,481
28177,10600,0013,0008,42335.31,333
28177,10600,0013,0009,36401.86,433
28177,10600,0013,0010,35274.81,423
28177,10600,0013,0011,36458.15,435
28177,10600,0508,0000,6909.0,140
28177,10600,0511,0000,4935.0,100
28177,10700,0000,0000,65111.1286,864
28177,10700,0376,0001,6247.5,105
28177,10700,0390,0004,6740.76,110
28185,10100,0118,0044,28235.918,350
28185,10100,0194,0012,7536.928,137
28185,10100,0348,0141,13773.75,237
28185,10100,0626,0000,126357.595,1386
28185,10100,0628,0000,48407.355,707
28185,10100,0630,0000,20123.05,313
28185,10100,0631,0000,26589.42,365
28185,10100,0632,0000,41958.518,613
28185,10100,0633,0000,88130.77,1204
28185,10100,0634,0001,43935.96,642
28185,10100,0635,0001,27431.325,376
28185,10100,0636,0001,40458.7055,515
28185,10100,0637,0001,75488.755,1034
28185,10100,0638,0001,24642.42,301
28185,10100,0639,0001,46805.34,643
28185,10100,0640,0001,24808.68,412
28185,10100,0641,0001,23016.283,284
28185,10100,0642,0001,36397.826,507
28185,10100,0643,0002,28642.08,422
28185,10100,0644,0001,46998.174,598
28185,10100,0645,0001,21088.972,255
28185,10100,0647,0000,13114.035,222
28185,10200,0340,0000,67280.86,986
28185,10200,0347,0000,39861.32,1325
28185,10200,0350,0000,53800.41,561
28185,10200,0352,0000,74617.53,794
28185,10200,0353,0000,66909.56,820
28185,10200,0387,0000,30889.425,444
28185,10200,0389,0000,11722.37,158
28185,10200,0395,0000,8962.56,121
28185,10200,0442,0000,65434.3835,776
28185,10300,0532,0000,101466.537,1324
28185,10300,0533,0000,96674.98,2641
28185,10300,0534,0000,64950.37,902
28185,10300,0535,0002,60007.764,725
28185,10300,0536,0000,53312.945,507
28185,10300,0537,0000,27896.82,353
28185,10300,0538,0000,21711.13,441
28185,10300,0540,0000,20541.34,419
28185,10300,0541,0000,11252.46,120
28185,10300,0576,0000,37866.128,539
28185,10300,0577,0000,64822.376,701
28185,10300,0578,0001,32022.415,585
28185,10300,0578,0002,53977.25,1183
28185,10300,0579,0000,43638.988,413
28185,10300,0582,0000,63925.85,794
28185,10300,0582,0002,141248.15,3676
28185,10300,0593,0000,18841.11,209
28185,10300,0593,0003,20788.48,197
28185,10300,0593,0009,2918.49,233
28185,10300,0596,0000,15095.67,174
28185,10300,0597,0003,12885.42,346
28185,10300,0597,0004,9591.1,142
28185,10300,0599,0001,9556.78,200
28185,10300,0599,0005,10365.817,111
28185,10300,0633,0000,59326.101,856
28185,10300,0634,0000,136471.728,2209
28185,10300,0635,0000,128189.3,1115
28185,10400,0448,0001,26746.54,320
28185,10400,0449,0000,43237.8702,501
28185,10400,0450,0000,26046.268,364
28185,10400,0451,0000,49420.033,980
28185,10400,0454,0000,26403.92,520
28185,10400,0455,0000,61858.89,746
28185,10400,0499,0000,17049.94,188
28185,10400,0538,0012,5150.16,131
28185,10400,0545,0001,62207.74,420
28185,10400,0559,0001,9877.98,142
28185,10400,0568,0001,14441.64,348
28185,10500,0000,0000,213296.7933,2643
28185,10500,0917,0000,36606.47,352
28185,10500,0918,0000,10082.94,103
28185,10500,0919,0000,29769.72,271
28185,10500,0920,0001,39592.015,356
28185,10500,0921,0000,55979.77,946
28185,10500,0922,0000,37902.015,466
28185,10500,0923,0000,119730.848,1107
28185,10500,0924,0000,74708.21,745
28185,10500,0924,0003,107449.38,1118
28185,10500,0925,0000,108410.097,1127
28185,10500,0925,0007,178344.59,1926
28185,10500,0928,0000,91708.99,1102
28185,10500,0929,0000,79925.79,1243
28185,10500,0931,0000,81215.97,1183
28185,10500,0932,0000,125365.016,1510
28185,10500,0937,0000,5964.21,111
28185,10500,0938,0000,85514.828,1034
28185,10500,0939,0000,20327.61,208
28185,10500,0940,0000,22816.94,438
28185,10500,0941,0000,28285.22,388
28185,10500,0942,0000,36611.76,382
28185,10500,0943,0000,76180.33,1465
28185,10500,0961,0000,15135.6875,221
28185,10500,1131,0000,52293.641,649
28185,10500,1131,0001,82844.2,1101
28185,10500,1144,0000,15113.9928,254
28185,10500,1149,0000,20537.4398,339
28185,10500,1152,0000,9422.1559,135
28185,10600,0002,0003,17876.28,152
28185,10600,0002,0006,10155.61,105
28185,10600,0002,0007,96780.0922,1058
28185,10600,0002,0009,46673.5436,530
28185,10600,0002,0012,59812.574,639
28185,10600,0003,0001,19936.13,156
28185,10600,0003,0002,26857.06,262
28185,10600,0003,0010,83561.62,980
28185,10600,0003,0013,43500.11,518
28185,10600,0003,0038,53523.46,527
28185,10600,0003,0040,56666.2112,353
28185,10600,0003,0044,73207.3249,675
28185,10600,0003,0046,67109.4823,633
28185,10600,0004,0001,279753.126,2953
28185,10600,0006,0009,133846.62,102
28185,10600,0008,0020,26009.0619,622
28185,10600,0008,0021,41815.22,498
28185,10600,0008,0023,23955.5417,605
28185,10600,0008,0037,53761.5526,2125
28185,10600,0009,0005,59783.065,471
28185,10600,0009,0006,48771.04,529
28185,10600,0009,0029,96898.0554,810
28185,10600,0009,0031,122379.77,1021
28185,10600,0010,0007,13699.61,177
28185,10600,0010,0030,34399.1412,575
28185,10600,0010,0110,13223.795,154
28185,10600,0011,0002,25871.611,337
28185,10600,0011,0104,11515.52,140
28185,10600,0015,0002,43792.1159,358
28185,10600,0015,0010,34867.759,409
28185,10600,0015,0011,20995.269,186
28185,10600,0015,0012,24101.786,216
28185,10600,0016,0004,50620.3275,467
28185,10600,0016,0006,59949.3002,525
28185,10600,0016,0007,57806.2345,549
28185,10600,0016,0008,50608.1135,483
28185,10600,0017,0001,16960.851,236
28185,10600,0017,0003,62201.9064,673
28185,10600,0017,0005,62257.944,567
28185,10600,0018,0001,16399.892,237
28185,10600,0018,0005,30968.84,365
28185,10600,0018,0006,60720.267,744
28185,10600,0018,0007,61525.8688,558
28185,10600,0018,0010,30711.961,292
28185,10600,0019,0001,16906.591,240
28185,10600,0019,0003,74309.85,789
28185,10600,0019,0005,76170.9057,610
28185,10600,0019,0006,71573.832,579
28185,10600,0019,0007,64425.82,558
28185,10600,0020,0004,26552.2045,496
28185,10600,0020,0015,8703.01,130
28185,10600,0020,0020,10857.03,100
28185,10600,0020,0022,20972.883,249
28185,10600,0020,0023,20198.311,228
28185,10600,0021,0016,16656.5828,207
28185,10600,0021,0028,10410.9185,197
28185,10600,0021,0038,9693.26,109
28185,10600,0021,0059,22802.0611,242
28185,10600,0021,0060,24432.2797,248
28185,10600,0021,0064,24423.9283,248
28185,10600,0021,0065,25462.3056,259
28185,10600,0022,0006,6159.78,116
28185,10600,0022,0012,12127.2241,163
28185,10600,0022,0021,19532.196,224
28185,10600,0022,0022,23565.644,272
28185,10600,0023,0003,103566.9681,942
28185,10600,0023,0004,92873.9051,833
28185,10600,0023,0005,62323.5628,698
28185,10600,0029,0001,47665.07,1623
28185,10600,0029,0002,61275.245,2144
28185,10600,0029,0008,41915.27,1512
28185,10600,0029,0012,58212.98,695
28185,10600,0030,0001,118469.4014,1297
28185,10600,0030,0002,151123.7024,1683
28185,10600,0030,0003,106300.84,1013
28185,10600,0030,0005,110674.48,1197
28185,10600,0030,0006,101135.5186,2199
28185,10600,0033,0001,119446.51,1309
28185,10600,0083,0000,36075.661,1207
28185,10600,0084,0002,22679.1837,554
28185,10600,0092,0000,48629.16,492
28185,10600,0094,0003,29915.3291,1049
28185,10600,0096,0000,60384.03,210
28185,10600,0098,0001,18211.06,193
28185,10600,0100,0000,72291.2837,863
28185,10600,0101,0000,70803.2337,875
28185,10600,0102,0000,70948.1337,878
28185,10600,0103,0000,52818.33,672
28185,10600,0105,0002,29835.2985,349
28185,10600,0109,0000,61787.43,669
28185,10600,0110,0000,66715.31,703
28185,10600,0111,0000,66656.27,704
28185,10600,0112,0000,46825.14,486
28185,10600,0114,0000,20557.93,168
28185,10600,0149,0000,175563.6899,3249
28185,10600,0150,0000,70274.8913,651
28185,10600,0155,0000,78608.8711,1071
28185,10600,0155,0001,88404.6126,1306
28185,10600,0157,0000,60249.7194,648
28185,10600,0161,0003,139574.0901,1457
28185,10600,0168,0002,29240.9553,596
28185,10600,0169,0000,21537.39,495
28185,10600,0171,0000,17649.75,376
28185,10600,0172,0001,60797.1,220
28185,10600,0172,0003,16727.58,367
28185,10600,0172,0005,42580.86,1055
28185,10600,0172,0006,33783.52,690
28185,10600,0174,0001,15727.964,300
28185,10600,0179,0004,16681.83,225
28185,10600,0190,0002,225847.37,2549
28185,10600,0190,0004,207257.92,2881
28185,10600,0191,0002,87169.5798,1173
28185,10600,0191,0004,110128.972,1424
28185,10600,0192,0001,144285.5987,1536
28185,10600,0192,0008,144270.6306,1858
28185,10600,0203,0003,19700.8751,155
28185,10600,0203,0005,36003.2761,488
28185,10600,0205,0000,20718.31,226
28185,10600,0209,0002,51967.89,123
28185,10600,0214,0000,162118.35,1547
28185,10600,0308,0001,262188.5256,3165
28185,10600,0310,0001,127761.3604,1570
28185,10600,0311,0000,287312.1818,3661
28185,10600,0312,0001,234718.3339,2796
28185,10600,0315,0001,180391.0801,2135
28185,10600,0316,0000,243595.8351,2947
28185,10600,0319,0001,209594.4813,2775
28185,10600,0396,0001,100922.1626,1154
28185,10600,0396,0007,149244.3336,1567
28185,10600,0396,0011,139387.3409,1593
28185,10600,0397,0002,125482.56,1346
28185,10600,0397,0005,98312.71,1113
28185,10600,0397,0008,78573.36,906
28185,10600,0397,0011,79560.84,898
28200,10100,0020,0000,41563.1829,500
28200,10100,0023,0000,468625.5357,5277
28200,10100,0024,0000,303382.3197,3403
28200,10100,0258,0000,79093.157,964
28200,10100,0260,0005,51371.365,499
28200,10100,0287,0000,11022.12,168
28200,10100,0342,0001,58668.96,714
28200,10100,1124,0005,2863.25,119
28200,10100,1128,0000,6001.0734,106
28200,10100,1128,0001,2924.902,136
28200,10100,1129,0000,3385.16,162
28200,10100,1129,0008,6259.902,116
28200,10100,1129,0017,11674.32,286
28200,10100,1129,0022,8526.74,251
28200,10100,1130,0000,24102.337,238
28200,10100,1131,0010,11290.629,143
28200,10100,1131,0018,5556.97,277
28200,10100,1132,0000,4582.13,116
28200,10100,1132,0006,5930.12,107
28200,10100,1132,0011,2724.09,161
28200,10100,1132,0014,4477.32,112
28200,10100,1132,0015,12684.8508,158
28200,10100,1132,0019,8573.92,259
28200,10100,1133,0013,8080.2467,110
28200,10100,1135,0001,7150.95,187
28200,10100,1135,0015,5658.57,295
28200,10100,1136,0003,4333.98,107
28200,10100,1139,0000,6734.2,279
28200,10100,1140,0000,11347.34,312
28200,10100,1142,0002,8347.0832,384
28200,10100,1142,0017,5028.3,246
28200,10100,1142,0021,4741.11,204
28200,10100,1143,0024,13578.59,181
28200,10100,1143,0031,3814.55,149
28200,10100,1143,0034,4244.34,168
28200,10100,1144,0005,7177.15,152
28200,10100,1144,0010,7930.9938,144
28200,10100,1145,0001,2475.48,116
28200,10100,1146,0000,13228.832,181
28200,10100,1146,0003,2513.76,101
28200,10100,1146,0005,7408.16,128
28200,10100,1160,0000,4566.59,110
28200,10100,1264,0000,9758.89,113
28200,10100,1291,0007,6675.54,107
28200,10100,1312,0006,8085.84,149
28200,10100,1450,0000,2348.33,222
28200,10100,1456,0000,24279.54,559
28200,10100,1457,0001,11821.35,602
28200,10100,1462,0002,9519.3,264
28200,10100,1464,0000,13156.15,102
28200,10100,1476,0000,10222.38,122
28200,10100,1485,0000,36012.21,641
28200,10100,1486,0000,29042.33,517
28200,10100,1508,0000,75174.8221,885
28200,10100,1510,0000,82051.53,855
28200,10100,1513,0000,61327.81,787
28200,10100,1524,0000,47855.755,608
28200,10100,1527,0000,20078.8,691
28200,10100,1530,0000,7960.542,205
28200,10100,1550,0001,8671.4,130
28200,10100,1550,0002,9473.71,134
28200,10100,1550,0003,9163.75,129
28200,10100,1551,0000,38151.6702,1116
